departure_city,arrival_city,departure_station,arrival_station,travel_time,departure_coordinates,arrival_coordinates
Longueil-Sainte-Marie,Compiègne,Longueil-Sainte-Marie,Compiègne,10,"49.3424070,2.71763600","49.4219420,2.82364800"
Pont-Sainte-Maxence,Chevrières,Pont-Sainte-Maxence,Chevrières,5,"49.3097360,2.60289300","49.3373140,2.68301500"
Chevrières,Longueil-Sainte-Marie,Chevrières,Longueil-Sainte-Marie,3,"49.3373140,2.68301500","49.3424070,2.71763600"
Longueil-Sainte-Marie,Le Meux,Longueil-Sainte-Marie,Le Meux - La Croix-Saint-Ouen,3,"49.3424070,2.71763600","49.3594900,2.75348300"
Le Meux,Jaux,Le Meux - La Croix-Saint-Ouen,Jaux,4,"49.3594900,2.75348300","49.3864480,2.77729900"
Jaux,Compiègne,Jaux,Compiègne,6,"49.3864480,2.77729900","49.4219420,2.82364800"
Pont-Sainte-Maxence,Villers-Saint-Paul,Pont-Sainte-Maxence,Villers-Saint-Paul,10,"49.3097360,2.60289300","49.2823960,2.48945500"
Le Meux,Compiègne,Le Meux - La Croix-Saint-Ouen,Compiègne,8,"49.3594900,2.75348300","49.4219420,2.82364800"
Chevrières,Le Meux,Chevrières,Le Meux - La Croix-Saint-Ouen,5,"49.3373140,2.68301500","49.3594900,2.75348300"
Longueau,Ailly-sur-Noye,Longueau,Ailly-sur-Noye,8,"49.8646780,2.34993700","49.7541970,2.36463000"
Ailly-sur-Noye,Bacouël,Ailly-sur-Noye,Breteuil-Embranchement,9,"49.7541970,2.36463000","49.6264990,2.38471400"
Bacouël,Saint-Just-en-Chaussée,Breteuil-Embranchement,Saint-Just-en-Chaussée,8,"49.6264990,2.38471400","49.5034860,2.42958000"
Saint-Just-en-Chaussée,Avrechy,Saint-Just-en-Chaussée,Avrechy,5,"49.5034860,2.42958000","49.4446370,2.41819400"
Avrechy,Clermont,Avrechy,Clermont de l'Oise,4,"49.4446370,2.41819400","49.3849830,2.41772700"
Clermont,Rantigny,Clermont de l'Oise,Liancourt - Rantigny,5,"49.3849830,2.41772700","49.3248180,2.44525500"
Rantigny,Laigneville,Liancourt - Rantigny,Laigneville,3,"49.3248180,2.44525500","49.2930050,2.44831200"
Laigneville,Creil,Laigneville,Creil,4,"49.2930050,2.44831200","49.2646160,2.47081900"
Creil,Laigneville,Creil,Laigneville,5,"49.2646160,2.47081900","49.2930050,2.44831200"
Laigneville,Rantigny,Laigneville,Liancourt - Rantigny,3,"49.2930050,2.44831200","49.3248180,2.44525500"
Rantigny,Clermont,Liancourt - Rantigny,Clermont de l'Oise,5,"49.3248180,2.44525500","49.3849830,2.41772700"
Saint-Just-en-Chaussée,Bacouël,Saint-Just-en-Chaussée,Breteuil-Embranchement,10,"49.5034860,2.42958000","49.6264990,2.38471400"
Bacouël,Ailly-sur-Noye,Breteuil-Embranchement,Ailly-sur-Noye,9,"49.6264990,2.38471400","49.7541970,2.36463000"
Ailly-sur-Noye,Longueau,Ailly-sur-Noye,Longueau,8,"49.7541970,2.36463000","49.8646780,2.34993700"
Clermont,Avrechy,Clermont de l'Oise,Avrechy,8,"49.3849830,2.41772700","49.4446370,2.41819400"
Avrechy,Saint-Just-en-Chaussée,Avrechy,Saint-Just-en-Chaussée,6,"49.4446370,2.41819400","49.5034860,2.42958000"
Creil,Saint-Just-en-Chaussée,Creil,Saint-Just-en-Chaussée,15,"49.2646160,2.47081900","49.5034860,2.42958000"
Laon,Pinon,Laon,Anizy - Pinon,12,"49.5699590,3.62566800","49.4965010,3.44880700"
Pinon,Soissons,Anizy - Pinon,Soissons,11,"49.4965010,3.44880700","49.3692260,3.33809000"
Soissons,Villers-Cotterêts,Soissons,Villers-Cotterêts,16,"49.3692260,3.33809000","49.2502290,3.09326100"
Villers-Cotterêts,Crépy-en-Valois,Villers-Cotterêts,Crépy-en-Valois,10,"49.2502290,3.09326100","49.2314610,2.88678300"
Crépy-en-Valois,Paris,Crépy-en-Valois,Paris Gare du Nord,94,"49.2314610,2.88678300","48.8801360,2.35485100"
Paris,Saint-Mard,Paris Gare du Nord,Dammartin - Juilly - Saint-Mard,23,"48.8801360,2.35485100","49.0321900,2.69887000"
Saint-Mard,Crépy-en-Valois,Dammartin - Juilly - Saint-Mard,Crépy-en-Valois,16,"49.0321900,2.69887000","49.2314610,2.88678300"
Crépy-en-Valois,Villers-Cotterêts,Crépy-en-Valois,Villers-Cotterêts,13,"49.2314610,2.88678300","49.2502290,3.09326100"
Villers-Cotterêts,Soissons,Villers-Cotterêts,Soissons,18,"49.2502290,3.09326100","49.3692260,3.33809000"
Soissons,Pinon,Soissons,Anizy - Pinon,12,"49.3692260,3.33809000","49.4965010,3.44880700"
Pinon,Laon,Anizy - Pinon,Laon,12,"49.4965010,3.44880700","49.5699590,3.62566800"
Paris,Crépy-en-Valois,Paris Gare du Nord,Crépy-en-Valois,73,"48.8801360,2.35485100","49.2314610,2.88678300"
Crépy-en-Valois,Saint-Mard,Crépy-en-Valois,Dammartin - Juilly - Saint-Mard,14,"49.2314610,2.88678300","49.0321900,2.69887000"
Saint-Mard,Paris,Dammartin - Juilly - Saint-Mard,Paris Gare du Nord,26,"49.0321900,2.69887000","48.8801360,2.35485100"
Villers-Cotterêts,Longpont,Villers-Cotterêts,Longpont,7,"49.2502290,3.09326100","49.2726020,3.23026500"
Longpont,Soissons,Longpont,Soissons,10,"49.2726020,3.23026500","49.3692260,3.33809000"
Saint-Mard,Le Plessis-Belleville,Dammartin - Juilly - Saint-Mard,Le Plessis-Belleville,4,"49.0321900,2.69887000","49.0959120,2.74485500"
Le Plessis-Belleville,Nanteuil-le-Haudouin,Le Plessis-Belleville,Nanteuil-le-Haudouin,4,"49.0959120,2.74485500","49.1427120,2.79455800"
Nanteuil-le-Haudouin,Crépy-en-Valois,Nanteuil-le-Haudouin,Crépy-en-Valois,7,"49.1427120,2.79455800","49.2314610,2.88678300"
Soissons,Longpont,Soissons,Longpont,10,"49.3692260,3.33809000","49.2726020,3.23026500"
Longpont,Villers-Cotterêts,Longpont,Villers-Cotterêts,8,"49.2726020,3.23026500","49.2502290,3.09326100"
Mantes-la-Jolie,Bréval,Mantes-la-Jolie,Bréval,12,"48.9898400,1.70337000","48.9433600,1.54191000"
Bréval,Bueil,Bréval,Bueil,6,"48.9433600,1.54191000","48.9253650,1.44343600"
Bueil,Évreux,Bueil,Évreux Normandie,17,"48.9253650,1.44343600","49.0187480,1.14962900"
Évreux,Bueil,Évreux Normandie,Bueil,17,"49.0187480,1.14962900","48.9253650,1.44343600"
Bueil,Bréval,Bueil,Bréval,6,"48.9253650,1.44343600","48.9433600,1.54191000"
Bréval,Mantes-la-Jolie,Bréval,Mantes-la-Jolie,13,"48.9433600,1.54191000","48.9898400,1.70337000"
Serquigny,Beaumont-le-Roger,Serquigny,Beaumont-le-Roger,4,"49.1077530,0.71928900","49.0742000,0.77269900"
Beaumont-le-Roger,Romilly-la-Puthenaye,Beaumont-le-Roger,Romilly-la-Puthenaye,7,"49.0742000,0.77269900","49.0039210,0.85486200"
Romilly-la-Puthenaye,Conches-en-Ouche,Romilly-la-Puthenaye,Conches,5,"49.0039210,0.85486200","48.9623600,0.93789000"
Conches-en-Ouche,La Bonneville-sur-Iton,Conches,La Bonneville-sur-Iton,5,"48.9623600,0.93789000","48.9884640,1.03507300"
La Bonneville-sur-Iton,Évreux,La Bonneville-sur-Iton,Évreux Normandie,7,"48.9884640,1.03507300","49.0187480,1.14962900"
Évreux,La Bonneville-sur-Iton,Évreux Normandie,La Bonneville-sur-Iton,6,"49.0187480,1.14962900","48.9884640,1.03507300"
La Bonneville-sur-Iton,Conches-en-Ouche,La Bonneville-sur-Iton,Conches,5,"48.9884640,1.03507300","48.9623600,0.93789000"
Conches-en-Ouche,Romilly-la-Puthenaye,Conches,Romilly-la-Puthenaye,6,"48.9623600,0.93789000","49.0039210,0.85486200"
Romilly-la-Puthenaye,Beaumont-le-Roger,Romilly-la-Puthenaye,Beaumont-le-Roger,6,"49.0039210,0.85486200","49.0742000,0.77269900"
Beaumont-le-Roger,Serquigny,Beaumont-le-Roger,Serquigny,6,"49.0742000,0.77269900","49.1077530,0.71928900"
Pontorson,Dol-de-Bretagne,Pontorson - Mont-Saint-Michel,Dol-de-Bretagne,16,"48.5527290,-1.5049310","48.5442500,-1.7505360"
Dol-de-Bretagne,Rennes,Dol-de-Bretagne,Pontchaillou,29,"48.5442500,-1.7505360","48.1186410,-1.6911180"
Rennes,Rennes,Pontchaillou,Rennes,5,"48.1186410,-1.6911180","48.1035170,-1.6727440"
Moon-sur-Elle,Saint-Lô,Lison,Saint-Lô,13,"49.2268340,-1.0503390","49.1169750,-1.0995250"
Saint-Lô,Coutances,Saint-Lô,Coutances,21,"49.1169750,-1.0995250","49.0429280,-1.4417260"
Coutances,Granville,Coutances,Granville,27,"49.0429280,-1.4417260","48.8383220,-1.5875470"
Caen,Thue et Mue,Caen,Bretteville - Norrey,8,"49.1763540,-0.3476130","49.2034110,-0.5127400"
Thue et Mue,Audrieu,Bretteville - Norrey,Audrieu,5,"49.2034110,-0.5127400","49.2161320,-0.5960140"
Audrieu,Bayeux,Audrieu,Bayeux,6,"49.2161320,-0.5960140","49.2697290,-0.6981000"
Bayeux,Le Molay-Littry,Bayeux,Le Molay-Littry,8,"49.2697290,-0.6981000","49.2493260,-0.8809740"
Le Molay-Littry,Moon-sur-Elle,Le Molay-Littry,Lison,7,"49.2493260,-0.8809740","49.2268340,-1.0503390"
Rennes,Rennes,Rennes,Pontchaillou,4,"48.1035170,-1.6727440","48.1186410,-1.6911180"
Rennes,Dol-de-Bretagne,Pontchaillou,Dol-de-Bretagne,28,"48.1186410,-1.6911180","48.5442500,-1.7505360"
Dol-de-Bretagne,Pontorson,Dol-de-Bretagne,Pontorson - Mont-Saint-Michel,16,"48.5442500,-1.7505360","48.5527290,-1.5049310"
Granville,Coutances,Granville,Coutances,26,"48.8383220,-1.5875470","49.0429280,-1.4417260"
Coutances,Saint-Lô,Coutances,Saint-Lô,21,"49.0429280,-1.4417260","49.1169750,-1.0995250"
Saint-Lô,Moon-sur-Elle,Saint-Lô,Lison,12,"49.1169750,-1.0995250","49.2268340,-1.0503390"
Moon-sur-Elle,Le Molay-Littry,Lison,Le Molay-Littry,8,"49.2268340,-1.0503390","49.2493260,-0.8809740"
Le Molay-Littry,Bayeux,Le Molay-Littry,Bayeux,8,"49.2493260,-0.8809740","49.2697290,-0.6981000"
Bayeux,Audrieu,Bayeux,Audrieu,6,"49.2697290,-0.6981000","49.2161320,-0.5960140"
Audrieu,Thue et Mue,Audrieu,Bretteville - Norrey,5,"49.2161320,-0.5960140","49.2034110,-0.5127400"
Thue et Mue,Caen,Bretteville - Norrey,Caen,9,"49.2034110,-0.5127400","49.1763540,-0.3476130"
Dinan,Dol-de-Bretagne,Dinan,Dol-de-Bretagne,20,"48.4567150,-2.0534250","48.5442500,-1.7505360"
Dol-de-Bretagne,Dinan,Dol-de-Bretagne,Dinan,20,"48.5442500,-1.7505360","48.4567150,-2.0534250"
Montreuil-sur-Ille,Saint-Médard-sur-Ille,Montreuil-sur-Ille,Saint-Médard-sur-Ille,4,"48.3072920,-1.6741550","48.2742220,-1.6674890"
Saint-Médard-sur-Ille,Saint-Germain-sur-Ille,Saint-Médard-sur-Ille,Saint-Germain-sur-Ille,3,"48.2742220,-1.6674890","48.2396620,-1.6538850"
Saint-Germain-sur-Ille,Chevaigné,Saint-Germain-sur-Ille,Chevaigné,4,"48.2396620,-1.6538850","48.2085820,-1.6303600"
Chevaigné,Betton,Chevaigné,Betton,3,"48.2085820,-1.6303600","48.1814800,-1.6344750"
Betton,Rennes,Betton,Pontchaillou,6,"48.1814800,-1.6344750","48.1186410,-1.6911180"
Rennes,Betton,Pontchaillou,Betton,5,"48.1186410,-1.6911180","48.1814800,-1.6344750"
Betton,Chevaigné,Betton,Chevaigné,3,"48.1814800,-1.6344750","48.2085820,-1.6303600"
Chevaigné,Saint-Germain-sur-Ille,Chevaigné,Saint-Germain-sur-Ille,4,"48.2085820,-1.6303600","48.2396620,-1.6538850"
Saint-Germain-sur-Ille,Saint-Médard-sur-Ille,Saint-Germain-sur-Ille,Saint-Médard-sur-Ille,3,"48.2396620,-1.6538850","48.2742220,-1.6674890"
Saint-Médard-sur-Ille,Montreuil-sur-Ille,Saint-Médard-sur-Ille,Montreuil-sur-Ille,5,"48.2742220,-1.6674890","48.3072920,-1.6741550"
Saint-Malo,Saint-Méloir-des-Ondes,Saint-Malo,La Gouesnière - Cancale,6,"48.6468590,-2.0041580","48.6144560,-1.9056880"
Saint-Méloir-des-Ondes,Dol-de-Bretagne,La Gouesnière - Cancale,Dol-de-Bretagne,9,"48.6144560,-1.9056880","48.5442500,-1.7505360"
Dol-de-Bretagne,Combourg,Dol-de-Bretagne,Combourg,11,"48.5442500,-1.7505360","48.4160900,-1.7279200"
Combourg,Montreuil-sur-Ille,Combourg,Montreuil-sur-Ille,8,"48.4160900,-1.7279200","48.3072920,-1.6741550"
Montreuil-sur-Ille,Rennes,Montreuil-sur-Ille,Pontchaillou,15,"48.3072920,-1.6741550","48.1186410,-1.6911180"
Rennes,Montreuil-sur-Ille,Pontchaillou,Montreuil-sur-Ille,13,"48.1186410,-1.6911180","48.3072920,-1.6741550"
Montreuil-sur-Ille,Combourg,Montreuil-sur-Ille,Combourg,7,"48.3072920,-1.6741550","48.4160900,-1.7279200"
Combourg,Dol-de-Bretagne,Combourg,Dol-de-Bretagne,9,"48.4160900,-1.7279200","48.5442500,-1.7505360"
Dol-de-Bretagne,La Fresnais,Dol-de-Bretagne,La Fresnais,6,"48.5442500,-1.7505360","48.5936470,-1.8431070"
La Fresnais,Saint-Malo,La Fresnais,Saint-Malo,12,"48.5936470,-1.8431070","48.6468590,-2.0041580"
Combourg,Dingé,Combourg,Dingé,6,"48.4160900,-1.7279200","48.3507380,-1.6859730"
Dingé,Montreuil-sur-Ille,Dingé,Montreuil-sur-Ille,3,"48.3507380,-1.6859730","48.3072920,-1.6741550"
Dol-de-Bretagne,Saint-Méloir-des-Ondes,Dol-de-Bretagne,La Gouesnière - Cancale,8,"48.5442500,-1.7505360","48.6144560,-1.9056880"
Saint-Méloir-des-Ondes,Saint-Malo,La Gouesnière - Cancale,Saint-Malo,7,"48.6144560,-1.9056880","48.6468590,-2.0041580"
Saint-Méloir-des-Ondes,La Fresnais,La Gouesnière - Cancale,La Fresnais,4,"48.6144560,-1.9056880","48.5936470,-1.8431070"
La Fresnais,Dol-de-Bretagne,La Fresnais,Dol-de-Bretagne,6,"48.5936470,-1.8431070","48.5442500,-1.7505360"
Dol-de-Bretagne,Bonnemain,Dol-de-Bretagne,Bonnemain,6,"48.5442500,-1.7505360","48.4764050,-1.7654130"
Bonnemain,Combourg,Bonnemain,Combourg,5,"48.4764050,-1.7654130","48.4160900,-1.7279200"
Combourg,Rennes,Combourg,Pontchaillou,20,"48.4160900,-1.7279200","48.1186410,-1.6911180"
Chevaigné,Rennes,Chevaigné,Pontchaillou,7,"48.2085820,-1.6303600","48.1186410,-1.6911180"
Rennes,Combourg,Pontchaillou,Combourg,19,"48.1186410,-1.6911180","48.4160900,-1.7279200"
Dol-de-Bretagne,Saint-Malo,Dol-de-Bretagne,Saint-Malo,14,"48.5442500,-1.7505360","48.6468590,-2.0041580"
Saint-Malo,La Fresnais,Saint-Malo,La Fresnais,8,"48.6468590,-2.0041580","48.5936470,-1.8431070"
Dingé,Rennes,Dingé,Pontchaillou,16,"48.3507380,-1.6859730","48.1186410,-1.6911180"
Montreuil-sur-Ille,Dingé,Montreuil-sur-Ille,Dingé,4,"48.3072920,-1.6741550","48.3507380,-1.6859730"
Dingé,Combourg,Dingé,Combourg,6,"48.3507380,-1.6859730","48.4160900,-1.7279200"
Combourg,Bonnemain,Combourg,Bonnemain,5,"48.4160900,-1.7279200","48.4764050,-1.7654130"
Bonnemain,Dol-de-Bretagne,Bonnemain,Dol-de-Bretagne,6,"48.4764050,-1.7654130","48.5442500,-1.7505360"
Saint-Malo,Dol-de-Bretagne,Saint-Malo,Dol-de-Bretagne,13,"48.6468590,-2.0041580","48.5442500,-1.7505360"
Combourg,Rennes,Combourg,Rennes,24,"48.4160900,-1.7279200","48.1035170,-1.6727440"
La Fresnais,Saint-Méloir-des-Ondes,La Fresnais,La Gouesnière - Cancale,4,"48.5936470,-1.8431070","48.6144560,-1.9056880"
Rennes,Chevaigné,Pontchaillou,Chevaigné,7,"48.1186410,-1.6911180","48.2085820,-1.6303600"
Rennes,Dingé,Pontchaillou,Dingé,17,"48.1186410,-1.6911180","48.3507380,-1.6859730"
Vitré,Saint-Aubin-des-Landes,Vitré,Les Lacs,6,"48.1226710,-1.2117540","48.1088910,-1.3222660"
Saint-Aubin-des-Landes,Châteaubourg,Les Lacs,Châteaubourg,5,"48.1088910,-1.3222660","48.1063610,-1.4051590"
Châteaubourg,Servon-sur-Vilaine,Châteaubourg,Servon,3,"48.1063610,-1.4051590","48.1122130,-1.4652100"
Servon-sur-Vilaine,Noyal-sur-Vilaine,Servon,Noyal - Acigné,4,"48.1122130,-1.4652100","48.1187920,-1.5277650"
Noyal-sur-Vilaine,Cesson-Sévigné,Noyal - Acigné,Cesson-Sévigné,4,"48.1187920,-1.5277650","48.1128100,-1.6021100"
Cesson-Sévigné,Rennes,Cesson-Sévigné,Rennes,7,"48.1128100,-1.6021100","48.1035170,-1.6727440"
Rennes,Cesson-Sévigné,Rennes,Cesson-Sévigné,5,"48.1035170,-1.6727440","48.1128100,-1.6021100"
Cesson-Sévigné,Noyal-sur-Vilaine,Cesson-Sévigné,Noyal - Acigné,5,"48.1128100,-1.6021100","48.1187920,-1.5277650"
Noyal-sur-Vilaine,Servon-sur-Vilaine,Noyal - Acigné,Servon,3,"48.1187920,-1.5277650","48.1122130,-1.4652100"
Servon-sur-Vilaine,Châteaubourg,Servon,Châteaubourg,4,"48.1122130,-1.4652100","48.1063610,-1.4051590"
Châteaubourg,Saint-Aubin-des-Landes,Châteaubourg,Les Lacs,4,"48.1063610,-1.4051590","48.1088910,-1.3222660"
Saint-Aubin-des-Landes,Vitré,Les Lacs,Vitré,9,"48.1088910,-1.3222660","48.1226710,-1.2117540"
Montauban-de-Bretagne,Montauban-de-Bretagne,La Brohinière,Montauban-de-Bretagne,4,"48.2134720,-2.1104520","48.1902410,-2.0526750"
Montauban-de-Bretagne,Montfort-sur-Meu,Montauban-de-Bretagne,Montfort-sur-Meu,6,"48.1902410,-2.0526750","48.1388780,-1.9491410"
Montfort-sur-Meu,Breteil,Montfort-sur-Meu,Breteil,3,"48.1388780,-1.9491410","48.1405390,-1.8975450"
Breteil,L'Hermitage,Breteil,L'Hermitage - Mordelles,4,"48.1405390,-1.8975450","48.1232820,-1.8192100"
L'Hermitage,Rennes,L'Hermitage - Mordelles,Rennes,9,"48.1232820,-1.8192100","48.1035170,-1.6727440"
Rennes,L'Hermitage,Rennes,L'Hermitage - Mordelles,8,"48.1035170,-1.6727440","48.1232820,-1.8192100"
L'Hermitage,Breteil,L'Hermitage - Mordelles,Breteil,4,"48.1232820,-1.8192100","48.1405390,-1.8975450"
Breteil,Montfort-sur-Meu,Breteil,Montfort-sur-Meu,3,"48.1405390,-1.8975450","48.1388780,-1.9491410"
Montfort-sur-Meu,Montauban-de-Bretagne,Montfort-sur-Meu,Montauban-de-Bretagne,6,"48.1388780,-1.9491410","48.1902410,-2.0526750"
Montauban-de-Bretagne,Montauban-de-Bretagne,Montauban-de-Bretagne,La Brohinière,5,"48.1902410,-2.0526750","48.2134720,-2.1104520"
Montauban-de-Bretagne,Montfort-sur-Meu,La Brohinière,Montfort-sur-Meu,11,"48.2134720,-2.1104520","48.1388780,-1.9491410"
Breteil,Rennes,Breteil,Rennes,12,"48.1405390,-1.8975450","48.1035170,-1.6727440"
Saint-Brieuc,Lamballe-Armor,Saint-Brieuc,Lamballe,10,"48.5075800,-2.7650000","48.4660600,-2.5115460"
Lamballe-Armor,Broons,Lamballe,Broons,14,"48.4660600,-2.5115460","48.3333980,-2.2357460"
Broons,Caulnes,Broons,Caulnes,5,"48.3333980,-2.2357460","48.2844260,-2.1555930"
Caulnes,Quédillac,Caulnes,Quédillac,3,"48.2844260,-2.1555930","48.2484800,-2.1452200"
Quédillac,Montauban-de-Bretagne,Quédillac,Montauban-de-Bretagne,6,"48.2484800,-2.1452200","48.1902410,-2.0526750"
Rennes,Montfort-sur-Meu,Rennes,Montfort-sur-Meu,14,"48.1035170,-1.6727440","48.1388780,-1.9491410"
Montauban-de-Bretagne,Caulnes,Montauban-de-Bretagne,Caulnes,8,"48.1902410,-2.0526750","48.2844260,-2.1555930"
Caulnes,Broons,Caulnes,Broons,5,"48.2844260,-2.1555930","48.3333980,-2.2357460"
Broons,Plénée-Jugon,Broons,Plénée-Jugon,6,"48.3333980,-2.2357460","48.3766560,-2.3546110"
Plénée-Jugon,Plestan,Plénée-Jugon,Plestan,6,"48.3766560,-2.3546110","48.4257120,-2.4424840"
Plestan,Lamballe-Armor,Plestan,Lamballe,5,"48.4257120,-2.4424840","48.4660600,-2.5115460"
Lamballe-Armor,Yffiniac,Lamballe,Yffiniac,6,"48.4660600,-2.5115460","48.4700830,-2.6524470"
Yffiniac,Saint-Brieuc,Yffiniac,Saint-Brieuc,7,"48.4700830,-2.6524470","48.5075800,-2.7650000"
Montfort-sur-Meu,Rennes,Montfort-sur-Meu,Rennes,15,"48.1388780,-1.9491410","48.1035170,-1.6727440"
Lamballe-Armor,Montauban-de-Bretagne,Lamballe,La Brohinière,21,"48.4660600,-2.5115460","48.2134720,-2.1104520"
Caulnes,Montauban-de-Bretagne,Caulnes,Montauban-de-Bretagne,7,"48.2844260,-2.1555930","48.1902410,-2.0526750"
Broons,Lamballe-Armor,Broons,Lamballe,14,"48.3333980,-2.2357460","48.4660600,-2.5115460"
Lamballe-Armor,Saint-Brieuc,Lamballe,Saint-Brieuc,11,"48.4660600,-2.5115460","48.5075800,-2.7650000"
Saint-Brieuc,Yffiniac,Saint-Brieuc,Yffiniac,6,"48.5075800,-2.7650000","48.4700830,-2.6524470"
Yffiniac,Lamballe-Armor,Yffiniac,Lamballe,6,"48.4700830,-2.6524470","48.4660600,-2.5115460"
Lamballe-Armor,Plestan,Lamballe,Plestan,5,"48.4660600,-2.5115460","48.4257120,-2.4424840"
Plestan,Plénée-Jugon,Plestan,Plénée-Jugon,5,"48.4257120,-2.4424840","48.3766560,-2.3546110"
Plénée-Jugon,Broons,Plénée-Jugon,Broons,6,"48.3766560,-2.3546110","48.3333980,-2.2357460"
Montauban-de-Bretagne,Quédillac,Montauban-de-Bretagne,Quédillac,6,"48.1902410,-2.0526750","48.2484800,-2.1452200"
Quédillac,Caulnes,Quédillac,Caulnes,3,"48.2484800,-2.1452200","48.2844260,-2.1555930"
Rennes,Breteil,Rennes,Breteil,10,"48.1035170,-1.6727440","48.1405390,-1.8975450"
Montauban-de-Bretagne,Rennes,Montauban-de-Bretagne,Rennes,21,"48.1902410,-2.0526750","48.1035170,-1.6727440"
Montfort-sur-Meu,Quédillac,Montfort-sur-Meu,Quédillac,11,"48.1388780,-1.9491410","48.2484800,-2.1452200"
Montauban-de-Bretagne,Quédillac,La Brohinière,Quédillac,4,"48.2134720,-2.1104520","48.2484800,-2.1452200"
Brest,Landerneau,Brest,Landerneau,10,"48.3876200,-4.4803060","48.4535720,-4.2565280"
Landerneau,Landivisiau,Landerneau,Landivisiau,10,"48.4535720,-4.2565280","48.4960020,-4.0821810"
Landivisiau,Morlaix,Landivisiau,Morlaix,16,"48.4960020,-4.0821810","48.5779700,-3.8325140"
Morlaix,Plouaret,Morlaix,Plouaret Trégor,15,"48.5779700,-3.8325140","48.6064220,-3.4669790"
Plouaret,Guingamp,Plouaret Trégor,Guingamp,13,"48.6064220,-3.4669790","48.5556590,-3.1433430"
Guingamp,Saint-Brieuc,Guingamp,Saint-Brieuc,15,"48.5556590,-3.1433430","48.5075800,-2.7650000"
Lamballe-Armor,Rennes,Lamballe,Rennes,42,"48.4660600,-2.5115460","48.1035170,-1.6727440"
Rennes,Lamballe-Armor,Rennes,Lamballe,37,"48.1035170,-1.6727440","48.4660600,-2.5115460"
Saint-Brieuc,Guingamp,Saint-Brieuc,Guingamp,14,"48.5075800,-2.7650000","48.5556590,-3.1433430"
Guingamp,Plouaret,Guingamp,Plouaret Trégor,14,"48.5556590,-3.1433430","48.6064220,-3.4669790"
Plouaret,Morlaix,Plouaret Trégor,Morlaix,16,"48.6064220,-3.4669790","48.5779700,-3.8325140"
Morlaix,Landivisiau,Morlaix,Landivisiau,18,"48.5779700,-3.8325140","48.4960020,-4.0821810"
Landivisiau,Landerneau,Landivisiau,Landerneau,11,"48.4960020,-4.0821810","48.4535720,-4.2565280"
Landerneau,Brest,Landerneau,Brest,12,"48.4535720,-4.2565280","48.3876200,-4.4803060"
Guingamp,Morlaix,Guingamp,Morlaix,28,"48.5556590,-3.1433430","48.5779700,-3.8325140"
Morlaix,Guingamp,Morlaix,Guingamp,27,"48.5779700,-3.8325140","48.5556590,-3.1433430"
Guipry-Messac,Pléchâtel,Messac - Guipry,Pléchâtel,4,"47.8222500,-1.8182200","47.8718610,-1.7763520"
Pléchâtel,Saint-Senoux,Pléchâtel,Saint-Senoux - Pléchâtel,4,"47.8718610,-1.7763520","47.8978370,-1.7661380"
Saint-Senoux,Guichen,Saint-Senoux - Pléchâtel,Guichen - Bourg-des-Comptes,3,"47.8978370,-1.7661380","47.9350960,-1.7601850"
Guichen,Guichen,Guichen - Bourg-des-Comptes,Laillé,4,"47.9350960,-1.7601850","47.9710690,-1.7492520"
Guichen,Bruz,Laillé,Bruz,4,"47.9710690,-1.7492520","48.0285800,-1.7515870"
Bruz,Bruz,Bruz,Ker Lann,2,"48.0285800,-1.7515870","48.0429860,-1.7398310"
Bruz,Saint-Jacques-de-la-Lande,Ker Lann,Saint-Jacques-de-la-Lande,3,"48.0429860,-1.7398310","48.0670980,-1.7142370"
Saint-Jacques-de-la-Lande,Rennes,Saint-Jacques-de-la-Lande,Rennes,6,"48.0670980,-1.7142370","48.1035170,-1.6727440"
